8.45483e-07,-1.2699e-05,-3.56568e-07,
1.16997e-06,-5.99397e-09,1.07188e-06,
2.01572e-06,6.48768e-06,7.28829e-06,
-1.38407e-06,-1.39733e-06,-6.41496e-06,
1.32895e-06,-5.2699e-06,-1.84986e-07,
-2.72564e-07,8.6677e-07,1.07656e-06,
-1.04134e-06,2.27835e-06,1.07609e-06,
6.90018e-07,-1.20185e-06,2.1835e-07,
7.04771e-07,3.99493e-07,-5.93264e-07,
2.11819e-06,-1.0525e-06,6.15087e-06,
-3.47837e-06,-3.84515e-08,-7.13151e-06,
-9.078e-06,-3.07078e-06,-1.51809e-05,
-3.50856e-05,7.37062e-05,-2.67595e-05,
-1.66537e-05,-2.20678e-05,-2.53839e-05,
5.97218e-05,-4.7148e-05,0.000105653,
-0.000845179,-0.000178216,-0.000256808,
-0.00191882,-0.00158016,0.00128176,
-0.00115433,-0.00343403,0.00613824,
-0.00302842,-0.0057242,0.00923905,
-0.00879153,-0.0152935,0.0101538,
-0.0137885,-0.0307983,0.0090572,
-0.0050777,-0.0497946,0.0077666,
0.00672733,-0.0362593,0.00179164,
0.0092403,-0.0109008,-0.00794411,
0.00547331,-0.000298624,-0.0127367,
0.00290795,-0.000738189,-0.0129715,
0.00186594,-0.00149549,-0.00919226,
0.00205148,-0.000171219,-0.00560745,
0.00255219,1.75596e-05,-0.00114466,
0.000585161,-1.35329e-05,-0.000132017,
-0.00034752,-0.00109494,-2.34975e-06,
-0.000266523,-0.00126188,-0.000124996,
-2.13968e-05,3.56792e-06,-7.40821e-05,
1.48016e-05,-4.01476e-05,3.98617e-05,
1.10183e-05,2.41038e-05,2.25389e-05,
-1.98635e-06,-2.0875e-05,7.91199e-07,
-3.38493e-06,1.05998e-05,-1.51609e-05,
-3.60717e-06,1.6163e-05,-9.50824e-06,
-2.25061e-06,-1.25851e-05,1.83652e-08,
2.77155e-06,6.16919e-06,3.5405e-06,
-9.8468e-07,2.04482e-06,-1.3087e-06,
-7.7399e-07,-5.79403e-08,-3.12179e-06,
1.7323e-06,3.62935e-06,6.22767e-06,
-4.4976e-08,-1.58515e-06,-2.15098e-06,
3.82842e-07,-3.09841e-07,1.63467e-06,
8.35485e-07,7.40531e-06,2.83508e-09,
4.73361e-07,-1.42991e-05,5.17366e-06,
4.73083e-07,3.13028e-05,-7.84388e-06,
-1.43006e-06,-2.78275e-05,3.14877e-06,
3.63485e-07,1.286e-05,-4.11406e-06,
-3.70551e-06,-4.94282e-06,-3.19308e-06,
9.37392e-07,-8.04597e-06,1.56898e-06,
1.1863e-06,1.68521e-05,1.13395e-06,
-1.58872e-06,-1.66488e-05,-4.7009e-07,
1.78538e-06,8.80707e-06,1.52442e-06,
