3.087007E-07,3.152072E-06,4.960318E-06
-3.230282E-07,2.48732E-06,-1.0631698E-06
1.753257E-06,-1.444663E-06,2.384283E-07
-1.634446E-06,4.90699E-06,-3.535642E-06
-7.056423E-07,-1.500488E-06,2.239006E-06
8.627102E-07,3.814624E-07,1.999426E-06
-2.567422E-07,-2.385108E-06,-3.141567E-06
1.345894E-06,-3.430218E-06,1.828904E-06
8.769662E-07,-1.623127E-07,7.666131E-07
-1.040864E-06,-3.03039E-07,-2.850397E-06
-1.249182E-06,3.542792E-06,3.78224E-06
1.748329E-06,-3.283698E-06,-2.909676E-06
-2.052501E-06,-5.772976E-07,-7.804181E-07
1.078968E-06,4.363436E-06,3.301276E-06
-3.911644E-05,-1.0956649E-06,-7.248549E-05
4.946788E-05,5.911367E-05,0.000129206
3.198195E-06,-4.30727E-05,-2.017158E-05
1.677137E-05,-4.016353E-05,1.798995E-05
0.0001317217,-0.0001514337,0.000243232
0.0007331775,-0.001144726,0.001888876
-0.0003399847,-0.0005882943,0.00204919
0.0001821149,-0.001288914,0.002794869
0.0001240437,-0.003521276,0.00513623
-0.0009208144,-0.006749193,0.006233106
-0.000192522,-0.010451122,0.008735936
-0.0004588496,-0.01259841,0.009804476
-0.001103509,-0.01581404,0.010271481
-0.0005009026,-0.01955613,0.010027391
0.001827848,-0.02463417,0.008703376
0.002174293,-0.02914065,0.005385336
-7.180151E-05,-0.02798873,-0.0001399211
-0.001149346,-0.02333474,-0.005478011
-0.000592196,-0.01318548,-0.010086912
0.002197767,-0.00567963,-0.01264945
0.004654111,-0.0004154755,-0.01208196
0.002899743,0.0005979732,-0.01252834
0.0005249035,0.000226105,-0.01227864
0.0003931356,-0.0002691502,-0.009371131
0.001438272,-0.0001170444,-0.003521386
-2.650923E-05,-1.738737E-05,-2.846756E-05
-8.042617E-06,2.713755E-05,1.422201E-05
-1.209098E-05,-8.862359E-06,-1.754841E-06
1.676554E-06,2.742476E-05,1.196129E-05
-1.150435E-06,2.022251E-06,-7.07927E-06
-6.713289E-06,-1.270225E-05,-2.712248E-05
2.021613E-06,8.723198E-06,1.167617E-05
-3.703469E-06,-1.132076E-05,-4.806142E-06
-7.8826E-07,-6.335593E-06,-3.620067E-06
-3.120953E-07,7.278425E-06,4.721035E-06
-4.536367E-06,-6.712475E-06,-1.587498E-05
-4.282223E-06,3.469433E-06,-9.207715E-06
2.603678E-06,9.59046E-06,7.530677E-06
-1.176307E-06,-8.83201E-06,-1.499828E-06
3.069583E-06,-1.0478248E-06,4.927274E-06
4.328005E-07,4.878049E-06,6.051496E-06
1.0246522E-06,4.977027E-07,-6.735795E-06
-5.375744E-06,-1.557138E-06,-3.652638E-06
9.730325E-07,2.403016E-06,4.806054E-07
1.248181E-06,-1.235927E-05,-1.0455236E-06
3.787476E-06,1.297329E-05,7.222501E-06
1.16347E-06,-1.22309E-05,8.098981E-06
-3.190055E-06,4.539975E-06,-1.166066E-05
1.898072E-06,5.74046E-06,6.66391E-06
-1.74218E-07,-5.760271E-06,-2.379179E-06
-9.176893E-07,7.077246E-06,-3.086534E-06
